molecule_id,original_smiles,fragment_smiles,dealed_smiles
700,[*]C1=C(C=C(C=C1)C2=CSC(=N2)N3CCOCC3)F,*c1ccccc1,Fc1cc(-c2csc(N3CCOCC3)n2)ccc1[Br:1]
701,[*]C(=O)[C@]12CC[C@H]([C@@H]([C@H]1C3=CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C)C,*C(=O)C12CCCCC1CCCC2,C[C@H]1[C@H](C)CC[C@]2(C(=O)[OH:1])CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12
702,[*]C1=CC=C(C=C1)S(=O)(=O)N[C@@H](CC2=CNC3=CC=CC=C32)C(=O)NC4=CC=C(C=C4)N5CCOCC5,*c1ccccc1,O=C(Nc1ccc(N2CCOCC2)cc1)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc([Br:1])cc1
703,[*]C(=O)NC1=CC(=C(C(=C1)Cl)C)CN2CC(C2)N3CCOCC3,*C(N)=O,Cc1c(Cl)cc([NH2:1])cc1CN1CC(N2CCOCC2)C1
704,[*]OC1=C(C=C2C(=C1)N=C(N=C2N[C@H](C)C3=CC(=CC(=C3)N)C(F)(F)F)C)OC,*O,COc1cc2c(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)nc(C)nc2cc1[OH:1]
705,[*]OC1=C(C=C2C(=C1)N=CN=C2N[C@H](C)C3=CC(=CC=C3)C(F)(F)F)OC,*O,COc1cc2c(N[C@H](C)c3cccc(C(F)(F)F)c3)ncnc2cc1[OH:1]
706,[*]N(CCO[C@@H]1[C@@H](C2CC[C@H](C3[C@]24[C@H](O1)O[C@@](CC3)(OO4)C)C)C)CCO[C@@H]5[C@@H](C6CC[C@H](C7[C@]68[C@H](O5)O[C@@](CC7)(OO8)C)C)C,*N,C[C@@H]1CCC2[C@@H](C)[C@@H](OCC[NH:1]CCO[C@H]3O[C@@H]4O[C@@]5(C)CCC6[C@H](C)CCC([C@H]3C)[C@]64OO5)O[C@@H]3O[C@@]4(C)CCC1[C@@]23OO4
707,[*]C1=CC=C(C=C1)N2CCC3(CC2)CCN([C@@H]3C)C4=CC(=C(C=C4)C#N)Cl,*c1ccccc1,C[C@H]1N(c2ccc(C#N)c(Cl)c2)CCC12CCN(c1ccc([Br:1])cc1)CC2
708,[*]C1=CC(=C(C(=C1)F)[C@@H]2C3=C(C[C@H](N2CC(F)F)C)C4=C(C=C3)NN=C4)F,*c1ccccc1,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2c(F)cc([Br:1])cc2F)N1CC(F)F
709,[*][C@@]1(C[C@@H](N2CCC3=CC(=C(C=C3[C@H]2C1)OCC4=CC(=CC(=C4)C)C)OCC5=CC(=CC(=C5)C)C)C)O,*C1CCNCC1,Cc1cc(C)cc(COc2cc3c(cc2OCc2cc(C)cc(C)c2)[C@H]2C[C@](O)([Br:1])C[C@H](C)N2CC3)c1
710,[*]N1CC(C1)NC2=NC=NC(=C2)C(=O)NC[C@@H](CN3CCC4=CC=CC=C4C3)O,*N1CCC1,O=C(NC[C@H](O)CN1CCc2ccccc2C1)c1cc(NC2C[NH:1]C2)ncn1
711,[*]N(C)CCOC1=CC=C(C=C1)[C@H]2[C@H](CCC3=C2C=CC(=C3)O)C4=CC=CC=C4,*N,C[NH:1]CCOc1ccc([C@@H]2c3ccc(O)cc3CC[C@@H]2c2ccccc2)cc1
712,[*]C1=CC=C(C=C1)C(=O)N[C@H]2CC[C@@H](CC2)NC3=CC(=C(C=C3)C#N)Cl,*c1ccccc1,N#Cc1ccc(N[C@H]2CC[C@H](NC(=O)c3ccc([Br:1])cc3)CC2)cc1Cl
713,[*]O[C@H]1C[C@@]2([C@H](CCC2C3C1C4=C(CC3)C=C(C=C4)O)O)C,*O,C[C@]12C[C@H]([OH:1])C3c4ccc(O)cc4CCC3C1CC[C@@H]2O
714,[*]C1=CC=C(C=C1)NC2=NC=C3C=C(N(C3=N2)C4CCCC4)C(=O)N(C)C,*c1ccccc1,CN(C)C(=O)c1cc2cnc(Nc3ccc([Br:1])cc3)nc2n1C1CCCC1
715,[*]N1CCN(CC1)C(=O)N2C(C(N=C2C3=C(C=C(C=C3)C(C)(C)C)OCC)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,*N,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)N1CC[NH:1]CC1
716,[*]C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C4=C(C=CC(=C4C(=C3)OC)OC)OC,*c1ccccc1,COc1ccc(OC)c2c1c(OC)cc1c(=O)cc(-c3ccc([Br:1])cc3)oc12
717,[*]OC1=CC(=CC2=C1N(N=N2)C)[C@@H](CC(=O)O)C3=CC(=C(C=C3)C)CN4C[C@H](OC5=CC=CC=C5S4(=O)=O)C,*O,Cc1ccc([C@H](CC(=O)O)c2cc([OH:1])c3c(c2)nnn3C)cc1CN1C[C@@H](C)Oc2ccccc2S1(=O)=O
718,[*]C(=O)COC1=CC=CC=C1[C@@H](CCC2=CC(=C(C=C2)OC)OC)OC(=O)[C@@H]3CCCCN3C(=O)[C@@H](CC)C4=CC(=C(C(=C4)OC)OC)OC,*C(C)=O,CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1ccccc1OCC(=O)[OH:1])c1cc(OC)c(OC)c(OC)c1
719,[*]C(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)S(=O)(=O)CC4=C(C=CC=C4Cl)Cl)NC2=O)C,*C,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)[Br:1]
720,[*]NC(=O)C1=CC=C(C=C1)NC2=NC=C(C(=N2)NCC3=CC(=CC=C3)S(=O)(=O)C)C(F)(F)F,*NC=O,CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc(C(=O)[OH:1])cc3)ncc2C(F)(F)F)c1
721,[*]N1CCN(CC1)C2=C(N=NC(=N2)C3=CC=CC=C3O)N,*N1CCNCC1,Nc1nnc(-c2ccccc2O)nc1N1CC[NH:1]CC1
722,[*]C(=O)N1CCN(CC1)C2=NC(=NC(=C2)NC3=NC=C(S3)/C=C/C4=CC=CC(=C4)C)C,*C(=O)N1CCNCC1,Cc1cccc(/C=C/c2cnc(Nc3cc(N4CCN(C(=O)[OH:1])CC4)nc(C)n3)s2)c1
723,[*]OC1=C(C=CC(=C1)/C=C\C2=CC(=C(C(=C2)OC)OC)OC)OC,*O,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1[OH:1]
724,[*]N1CCN(CC1)C2=CC=C(C=C2)C3=CC4=C(CN(C4=O)C(C5=C(C=CC(=C5)F)F)C(=O)NC6=NC=CS6)C=C3,*N1CCNCC1,O=C(Nc1nccs1)C(c1cc(F)ccc1F)N1Cc2ccc(-c3ccc(N4CC[NH:1]CC4)cc3)cc2C1=O
725,[*]C1=CC=C(C=C1)NC(=O)C2=CC=C(O2)[N+](=O)[O-],*c1ccccc1,O=C(Nc1ccc([Br:1])cc1)c1ccc([N+](=O)[O-])o1
726,[*]C1=CC=C(C=C1)CC2=C(N(N=C2C)C3=C(C=C(C=C3)C#N)Cl)C,*c1ccccc1,Cc1nn(-c2ccc(C#N)cc2Cl)c(C)c1Cc1ccc([Br:1])cc1
727,[*]N1[C@H]([C@@]2([C@H]([C@@H]1C(=O)NC3=C(C=C(C=C3)C(=O)N)OC)C4=C(C(=CC=C4)Cl)F)C5=C(C=C(C=C5)Cl)NC2=O)CC(C)(C)C,*N1CCCC1,COc1cc(C(N)=O)ccc1NC(=O)[C@H]1[C@H](c2cccc(Cl)c2F)[C@]2(C(=O)Nc3cc(Cl)ccc32)[C@H](CC(C)(C)C)[NH:1]1
728,[*]N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N5CCC[C@H]5C(=O)N[C@@H](CC6=CC=CC=C6)C(=O)N[C@@H](CC7=CC=CC=C7)C(=O)N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)O,*N,CSCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)[NH2:1])C(=O)O
729,[*]C(=O)CCN(C1=C2C=CSC2=CC=C1)C(=O)[C@@H]3CCCN3C(=O)[C@H](C(C)(C)C)NC(=O)C4=CC5=C(S4)C=CC(=C5)C(F)(F)P(=O)(O)O,*C(C)=O,CC(C)(C)[C@H](NC(=O)c1cc2cc(C(F)(F)P(=O)(O)O)ccc2s1)C(=O)N1CCC[C@H]1C(=O)N(CCC(=O)[OH:1])c1cccc2sccc12
730,[*]C1=CC=C(C=C1)CN2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)NC(=S)NCC4=CC=CC=C4,*c1ccccc1,O=S(=O)(c1ccc(NC(=S)NCc2ccccc2)cc1)N1CCN(Cc2ccc([Br:1])cc2)CC1
731,[*]N1CCN(CC1)C2=CC(=C(C=C2)C(=O)NC3=NNC4=C3C=C(C=C4)CC5=CC(=CC(=C5)F)F)NC6CCOCC6,*N1CCNCC1,O=C(Nc1n[nH]c2ccc(Cc3cc(F)cc(F)c3)cc12)c1ccc(N2CC[NH:1]CC2)cc1NC1CCOCC1
732,[*]OC1=C(C=C2C(=C1)N=CN=C2NC3=NNC(=C3C)C)S(=O)(=O)C(C)(C)C,*O,Cc1[nH]nc(Nc2ncnc3cc([OH:1])c(S(=O)(=O)C(C)(C)C)cc23)c1C
733,[*]N1C2=C(C=CC(=C2)C3=CN(N=C3)CC(=O)NC4=CC(=C(C=C4)C)C(F)(F)F)C(=N1)NC(=O)C5=CC=C(C=C5)N,*n1ncc2ccccc21,Cc1ccc(NC(=O)Cn2cc(-c3ccc4c(NC(=O)c5ccc(N)cc5)n[n:1]c4c3)cn2)cc1C(F)(F)F
734,[*]N1CCN(CC1)C2=NC(=NC(=C2)NC3=NC=C(S3)C(=O)NC4=C(C=CC=C4Cl)C)C,*N1CCNCC1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CC[NH:1]CC2)n1
735,[*]C1=CC(=C(C=C1)F)C2=CC(=C(C=C2)N3CCN(CC3)C)NC(=O)C4=CNC(=O)C=C4C(F)(F)F,*c1ccccc1,CN1CCN(c2ccc(-c3cc([Br:1])ccc3F)cc2NC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1
736,[*]N1CCC[C@H]1COC2=NC3=C(CCN(C3)C4=CC=CC5=C4C(=CC=C5)Cl)C(=N2)N6CCN([C@H](C6)CC#N)C(=O)/C(=C\C7CC7)/C#N,*N1CCCC1,N#CC[C@H]1CN(c2nc(OC[C@@H]3CCC[NH:1]3)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)CCN1C(=O)/C(C#N)=C\C1CC1
737,[*][C@@H]1CC2=C(C=CC(=C2)O)[C@@H]3[C@@H]1[C@@H]4CC[C@@H]([C@]4(CC3)C)O,*C1Cc2ccccc2C2CCCCC12,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H]([Br:1])[C@H]3[C@@H]1CC[C@@H]2O
738,[*]C1=CC=C(C=C1)CN(CC2CCNCC2)S(=O)(=O)C3=CC=C(C=C3)S(=O)(=O)N(CC4=CC=C(C=C4)Cl)C5CCCC5,*c1ccccc1,O=S(=O)(c1ccc(S(=O)(=O)N(Cc2ccc(Cl)cc2)C2CCCC2)cc1)N(Cc1ccc([Br:1])cc1)CC1CCNCC1
739,[*]NC(=O)C1=C(C=C(C=C1)NC2=NC=C3CN=C(C4=C(C3=N2)C=CC(=C4)Cl)C5=C(C=CC=C5F)OC)OC,*NC=O,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)[OH:1]
740,[*][C@@H]1CCN(C[C@H]1C)C2=CC(=C(C=C2)NC(=O)C3=CC=CC(=N3)C4=CC=NN4)OC,*C1CCNCC1,COc1cc(N2CC[C@@H]([Br:1])[C@H](C)C2)ccc1NC(=O)c1cccc(-c2ccn[nH]2)n1
741,[*]C1=CC=C(C=C1)CC2=C(N(N=C2C)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,*c1ccccc1,Cc1nn(-c2ccc(C#N)c(C(F)(F)F)c2)c(C)c1Cc1ccc([Br:1])cc1
742,[*]C(=O)N(CC1=CC=CC=C1)C(C2=C(NC3=C2C=CC(=C3)Cl)C(=O)OCC)C(=O)NC(C)(C)C,*C(N)=O,CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)[NH:1]Cc1ccccc1
743,[*]N1CCN(CC1)C(=O)C2CCN(CC2)C3=CC=C(C=C3)NC(=O)C4=CN=C(N=C4)OC5=CC=CC=C5,*N,O=C(Nc1ccc(N2CCC(C(=O)N3CC[NH:1]CC3)CC2)cc1)c1cnc(Oc2ccccc2)nc1
744,[*]NC1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)NC4=CC=CC=C4P(=O)(C)C)Cl)OC,*N,COc1cc(N2CCC([NH2:1])CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1
745,[*]NC(=O)[C@@]12CC[C@@]3(C(C1CC(CC2)(C)C)C(=O)C=C4[C@]3(CCC5[C@@]4(C=C(C(=O)C5(C)C)C#N)C)C)C,*NC=O,CC1(C)CC[C@]2(C(=O)[OH:1])CC[C@]3(C)C(C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)C5CC[C@]43C)C2C1
746,[*]C(=O)C1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CN=C(N=C3)OC4=CC=CC=C4,*C(=O)C1CCNCC1,O=C(Nc1ccc(N2CCC(C(=O)[OH:1])CC2)cc1)c1cnc(Oc2ccccc2)nc1
747,[*]C(=O)NC1=CC(=C(C=C1)C)Cl,*C(N)=O,Cc1ccc([NH2:1])cc1Cl
748,[*]NC1=NC=CC(=N1)C2=C(N=C(S2)C(C)(C)C)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,*N,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc([NH2:1])n2)s1
749,[*]C1=CC=C(C=C1)C2=CC(=C(C(=C2)N(CC)C3CCOCC3)C)C(=O)NCC4=C(C=C(NC4=O)C)C,*c1ccccc1,CCN(c1cc(-c2ccc([Br:1])cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1
750,[*]N1CCN(CC1)C2=CC=C(C=C2)N(C(=O)NCC3=CC=CC=C3)[C@H]4CC[C@@H](CC4)NC5=NC=C(C=C5)C#N,*N1CCNCC1,N#Cc1ccc(N[C@H]2CC[C@H](N(C(=O)NCc3ccccc3)c3ccc(N4CC[NH:1]CC4)cc3)CC2)nc1
751,[*]C(=O)C1=CC=C(C=C1)N2CCC3(CC2)C[C@@H](N(C3)C4=CC(=C(C=C4)C#N)Cl)CC,*C,CC[C@H]1CC2(CCN(c3ccc(C(=O)[Br:1])cc3)CC2)CN1c1ccc(C#N)c(Cl)c1
752,[*]N1C=C(C=N1)C2=CC(=NN=C2N)C3=CC=CC=C3O,*n1cccn1,Nc1nnc(-c2ccccc2O)cc1-c1cn[n:1]c1
753,[*]OC1=C(C=C2C(=C1)N=C(N=C2N[C@H](C)C3=CC(=CC=C3)C(F)(F)F)C)OC,*O,COc1cc2c(N[C@H](C)c3cccc(C(F)(F)F)c3)nc(C)nc2cc1[OH:1]
754,[*]C(=O)CCN(C1=CC=CC=C1)C(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)(C)C)NC(=O)C3=CC4=C(S3)C=CC(=C4)C(F)(F)P(=O)(O)O,*C(C)=O,CC(C)(C)[C@H](NC(=O)c1cc2cc(C(F)(F)P(=O)(O)O)ccc2s1)C(=O)N1CCC[C@H]1C(=O)N(CCC(=O)[OH:1])c1ccccc1
755,[*]N1CCN(CC1)C2=CC=C(C=C2)C(=O)NNCCC,*N1CCNCC1,CCCNNC(=O)c1ccc(N2CC[NH:1]CC2)cc1
756,[*]N1CCN(CC1)C2=CC=C(C=C2)C3=CC4=C(CN(C4=O)C(C5=C(C=CC(=C5)F)O)C(=O)NC6=NC=CS6)C=C3,*N1CCNCC1,O=C(Nc1nccs1)C(c1cc(F)ccc1O)N1Cc2ccc(-c3ccc(N4CC[NH:1]CC4)cc3)cc2C1=O
757,[*]C1=CC=C(C=C1)C2=CSC(=N2)N3CCOCC3CC,*c1ccccc1,CCC1COCCN1c1nc(-c2ccc([Br:1])cc2)cs1
758,[*]C1=CC2=C(C=C1OC)N=C(N=C2N[C@H](C)C3=CC(=CC=C3)C(F)(F)F)C,*c1ccc2ncncc2c1,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)F)c3)c2cc1[Br:1]
759,[*]N(C)CC1=C(C=C(C=C1OC)C2=CN(C(=O)C3=C2C=CN=C3)C)OC,*N,COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1C[NH:1]C
760,[*]NC(=O)CCC1=NC(=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=C(C=CC5=C4CCO5)F)C,*NC=O,Cc1nc(CCC(=O)[OH:1])ccc1-c1cnc(NCc2c(F)ccc3c2CCO3)n2cnnc12
761,[*]C(=O)C1=C[C@H]([C@@H]([C@H](C1)N)NC(=O)C)OC(CC)CC,*C(=O)C1=CCCCC1,CCC(CC)O[C@@H]1C=C(C(=O)[OH:1])C[C@H](N)[C@H]1NC(C)=O
762,[*]N1CCC(CC1)N2C3=C(CN(CC3)C(=O)NC)C(=N2)N4CCCC5=CC(=C(C=C54)C(F)F)C6=CN(N=C6)C,*N1CCCCC1,CNC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2C2CC[NH:1]CC2)C1
763,[*]C(=O)C1=NC=C(C=C1)C2=NC=C3C(=C2)C=CC=C3C4=NN(C5=C4CN(CC5)C(=O)C)C6CCOCC6,*C,CC(=O)N1CCc2c(c(-c3cccc4cc(-c5ccc(C(=O)[Br:1])nc5)ncc34)nn2C2CCOCC2)C1
764,[*]C1=CC=C(C=C1)N2CCC3(CC2)CCN(C3)C4=CC(=C(C=C4)C#N)Cl,*c1ccccc1,N#Cc1ccc(N2CCC3(CCN(c4ccc([Br:1])cc4)CC3)C2)cc1Cl
765,[*]OC1=CC(=CC2=C1N(N=N2)C)C(CC(=O)O)C3=CC(=C(C=C3)C)CN4C[C@H](OC5=CC=CC=C5S4(=O)=O)C,*O,Cc1ccc(C(CC(=O)O)c2cc([OH:1])c3c(c2)nnn3C)cc1CN1C[C@@H](C)Oc2ccccc2S1(=O)=O
766,[*]C1=CC=C(C=C1)NC(=O)[C@@H]([C@H]2CC[C@H](CC2)C3=C4C(=NC=C3)C=CC(=C4)F)C,*c1ccccc1,C[C@@H](C(=O)Nc1ccc([Br:1])cc1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1
767,[*]N(CCOC1=CC=C(C=C1)C(=O)C2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O)C(C)C,*N,CC(C)[NH:1]CCOc1ccc(C(=O)c2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cc1
768,[*]OC1=CC2=C(C[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](C)NC)C(=O)N[C@@H]3CCCC4=CC=CC=C34)C=C1,*O,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc([OH:1])ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C
769,[*]C1=CC=C(C=C1)C(=O)N[C@H]2C[C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl,*c1ccccc1,CC1(C)[C@@H](NC(=O)c2ccc([Br:1])cc2)C[C@@H]1Oc1ccc(C#N)c(Cl)c1
770,[*]NC(=O)C1=CC(=C(C=C1)NC2=NC=C(C(=N2)OC3=CC=CC4=C3C(=O)CC4)C(F)(F)F)OC,*NC=O,COc1cc(C(=O)[OH:1])ccc1Nc1ncc(C(F)(F)F)c(Oc2cccc3c2C(=O)CC3)n1
771,[*]NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)O[C@H]4CCOC4,*N,Fc1ccc(Nc2ncnc3cc(O[C@H]4CCOC4)c([NH2:1])cc23)cc1Cl
772,[*]NC1=CC=C(C=C1)N(C(C2=CC=CS2)C(=O)NCCC3=CC=CC=C3)C(=O)C(=C)F,*N,C=C(F)C(=O)N(c1ccc([NH2:1])cc1)C(C(=O)NCCc1ccccc1)c1cccs1
773,[*]N1CCN(CC1)C2=NC(=NC(=C2)NC3=NC=C(S3)C(=O)CC4=C(C=CC=C4Cl)C)C,*N1CCNCC1,Cc1nc(Nc2ncc(C(=O)Cc3c(C)cccc3Cl)s2)cc(N2CC[NH:1]CC2)n1
774,[*]N1CCN(CC1)C(=O)N2[C@@H]([C@@H](N=C2C3=C(C=C(C=C3)C(C)(C)C)OCC)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,*N,CCOc1cc(C(C)(C)C)ccc1C1=N[C@@H](c2ccc(Cl)cc2)[C@@H](c2ccc(Cl)cc2)N1C(=O)N1CC[NH:1]CC1
775,[*]C1=CC=C(C=C1)C2=CC(=C(C=C2)N3CCN(CC3)C)NC(=O)C4=CNC(=O)C=C4C(F)(F)F,*c1ccccc1,CN1CCN(c2ccc(-c3ccc([Br:1])cc3)cc2NC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1
776,[*]NCCCCCCNC1=NC2=C(C=NN2C(=C1)NCC3=CC=CC=C3)C(C)C,*N,CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCC[NH2:1])nc12
777,[*]C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C(=O)NO)Cl,*c1ccccc1,O=C(NO)c1ccc(Cl)c(NC(=O)c2ccc([Br:1])cc2)c1
778,[*]C1=CC=C(C=C1)CC2=C(N(N=C2C)C3=CC(=C(C=C3)C#N)Cl)C,*c1ccccc1,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1ccc([Br:1])cc1
779,[*]OC1=C(C=C(C=C1F)N2C(=S)N(C(=O)C2(C)C)C3=CC(=C(C=C3)C#N)C(F)(F)F)F,*O,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1cc(F)c([OH:1])c(F)c1
780,[*]OC1=CC=C(C=C1)N2C(=S)N(C(=O)C2(C)C)C3=CC(=C(C=C3)C#N)Cl,*O,CC1(C)C(=O)N(c2ccc(C#N)c(Cl)c2)C(=S)N1c1ccc([OH:1])cc1
781,[*]N1CCO[C@H](C1)COC2=NC(=NC3=C2C(=NN3)C)C4=CC=C(C=C4)NS(=O)(=O)C5=C(C=CC(=C5)OC)Cl,*N1CCOCC1,COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OC[C@H]4C[NH:1]CCO4)c4c(C)n[nH]c4n3)cc2)c1
782,[*]C(=O)NC1=CC(=C(C(=C1)Cl)C)CN(C)CCOC,*C(N)=O,COCCN(C)Cc1cc([NH2:1])cc(Cl)c1C
783,[*]NC(=O)C1=CC=C(C=C1)NC(=O)[C@H]2[C@@H]([C@@]3(C4=C(C=C(C=C4)Cl)NC3=O)C5(N2)CCCCC5)C6=C(C(=CC=C6)Cl)F,*NC=O,O=C(Nc1ccc(C(=O)[OH:1])cc1)[C@@H]1NC2(CCCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F
784,[*]OC1=CC=C(C=C1)CC(=O)NC2=NNC(=C2)C3CCC3,*O,O=C(Cc1ccc([OH:1])cc1)Nc1cc(C2CCC2)[nH]n1
785,[*]N(CCN(C)C)C1=CC(=C(C=C1NC(=O)C=C)NC2=NC=CC(=N2)C3=CN(C4=CC=CC=C43)C)OC,*N,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1[NH:1]CCN(C)C
786,[*]NC[C@H](CC1=CC(=CC=C1)F)NC(=O)C2=CC(=C(S2)Cl)C3=C(C=NN3C)Cl,*N,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H](Cc2cccc(F)c2)C[NH2:1])sc1Cl
787,[*]N1CCC(CC1)NC(=O)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N([C@@H](C5=NN=C(N45)C)CC)CC6CCCCC6)OC,*N1CCCCC1,CC[C@@H]1c2nnc(C)n2-c2cnc(Nc3ccc(C(=O)NC4CC[NH:1]CC4)cc3OC)nc2N1CC1CCCCC1
788,[*]NC(=O)C1=CC=C(C=C1)NC2=NC=C(C(=N2)NCC3=NC=CN=C3N(C)S(=O)(=O)C)C(F)(F)F,*NC=O,CN(c1nccnc1CNc1nc(Nc2ccc(C(=O)[OH:1])cc2)ncc1C(F)(F)F)S(C)(=O)=O
789,[*]N(C)CCN(C)C1=CC(=C(C=C1NC(=O)C=C)NC2=NC=CC(=N2)C3=CN(C4=CC=CC=C43)C)OC,*N,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC[NH:1]C
790,[*]CC1(CCN(CC1)C2=CN=C(C(=N2)N)SC3=C(C(=CC=C3)Cl)Cl)CN,*C,NCC1(C[Br:1])CCN(c2cnc(Sc3cccc(Cl)c3Cl)c(N)n2)CC1
791,[*]N1CCC[C@]1(C)C2=NC3=C(C=CC=C3N2)C(=O)N,*N1CCCC1,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCC[NH:1]1
792,[*]OC1=CC(=CC=C1)O[C@H]2C[C@H](N(C2)C(=O)[C@H](C3CCCCC3)NC(=O)[C@H](C)NC)C(=O)N[C@@H]4CCCC5=CC=CC=C45,*O,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H](Oc2cccc([OH:1])c2)C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C1CCCCC1
793,[*]C1=CC=C(C=C1)O[C@H]2CC[C@@H](CC2)NC(=O)NC3=CC=C(C=C3)OC(F)(F)F,*c1ccccc1,O=C(Nc1ccc(OC(F)(F)F)cc1)N[C@H]1CC[C@H](Oc2ccc([Br:1])cc2)CC1
794,[*]C1=CC2=C(C=C1)N=C(C(=O)N2CCC)C3=CC=C(C=C3)C(=O)NCC4=CN=CC=C4,*c1ccc2nccnc2c1,CCCn1c(=O)c(-c2ccc(C(=O)NCc3cccnc3)cc2)nc2ccc([Br:1])cc21
