protac,warhead,linker_id,e3_ligand
CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,1112,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CC4CN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,1114,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1(C)[C@H](NC(=O)C2=CC=C(C(=O)N3CCN(CC4CN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,1118,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1(C)[C@H](NC(=O)C2=CC=C(C(=O)N3CCN(C4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,1119,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1(C)[C@H](NC(=O)C2=CC=C(N3CCC(CN4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,1052,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(C4CC5(CCN(C6=CC=C7C(=O)N(C8CCC(=O)NC8=O)C(=O)C7=C6)C5)C4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,1124,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1(C)[C@H](NC(=O)C2=CC=C(N3CCC4(CC3)CC(NC3=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C3)C4)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,1128,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1(C)[C@H](NC(=O)C2=CC=C(N3CCC4(CCC(NC5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,1129,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1(C)[C@H](NC(=O)C2=CC=C(N3CCN(CC4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(F)=C1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)F)(C)C,1116,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOC(=O)C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C4=C(SC(C)=C4C)N4C(C)=NN=C34)C(C)(C)C)C=C2)SC=N1,[R1]C(=O)C[C@H]1C2=NN=C(N2C3=C(C(=C(S3)C)C)C(=N1)C4=CC=C(C=C4)Cl)C,138,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(CCCCOCCC(=O)N[C@@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)CC5)C=C4OC)N=C32)CC1,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,806,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(CCCCCCOCCC(=O)N[C@@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)CC5)C=C4OC)N=C32)CC1,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,1132,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(CCCCCCCCOCCC(=O)N[C@@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)CC5)C=C4OC)N=C32)CC1,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,1133,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCC#CC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)CC5)C=C4OC)N=C32)CC1,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,292,[R2]C1=C2CN(C(=O)C2=CC=C1)C3CCC(=O)NC3=O
CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCCCC#CC6=CC=CC7=C6CN(C6CCC(=O)NC6=O)C7=O)CC5)C=C4OC)N=C32)CC1,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,1136,[R2]C1=C2CN(C(=O)C2=CC=C1)C3CCC(=O)NC3=O
CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCC#CC6=CC=C7C(=O)N(C8CCC(=O)NC8=O)CC7=C6)CC5)C=C4OC)N=C32)CC1,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,292,[R2]C1=CC2=C(C=C1)C(=O)N(C2)C3CCC(=O)NC3=O
CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCCCC#CC6=CC=C7C(=O)N(C8CCC(=O)NC8=O)CC7=C6)CC5)C=C4OC)N=C32)CC1,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,1136,[R2]C1=CC2=C(C=C1)C(=O)N(C2)C3CCC(=O)NC3=O
CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCC#CC6=CC=C7CN(C8CCC(=O)NC8=O)C(=O)C7=C6)CC5)C=C4OC)N=C32)CC1,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,1134,[R2]C1=CC2=C(CN(C2=O)C3CCC(=O)NC3=O)C=C1
CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCCCC#CC6=CC=C7CN(C8CCC(=O)NC8=O)C(=O)C7=C6)CC5)C=C4OC)N=C32)CC1,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,1136,[R2]C1=CC2=C(CN(C2=O)C3CCC(=O)NC3=O)C=C1
CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCC#CC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7)CC5)C=C4OC)N=C32)CC1,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,1135,[R2]C1=C2C(=CC=C1)CN(C2=O)C3CCC(=O)NC3=O
CCC(=O)N[C@H]1CC[C@@H](N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCCCC#CC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7)CC5)C=C4OC)N=C32)CC1,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)C=C4C)[C@H]5CC[C@H](CC5)NC(=O)CC)OC,1136,[R2]C1=C2C(=CC=C1)CN(C2=O)C3CCC(=O)NC3=O
O=C(/C=C/CN1CCCCC1)NC1=CC2=C(NC3=CC=C(F)C(Cl)=C3)N=CN=C2C=C1OCC1=CN(CCOCCOCC(=O)NC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)N=N1,[R1]OC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)NC(=O)/C=C/CN4CCCCC4,382,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCN3C=C(COC4=CC5=NC=NC(NC6=CC=C(F)C(Cl)=C6)=C5C=C4NC(=O)/C=C/CN4CCCCC4)N=N3)C(C)(C)C)C=C2)SC=N1,[R1]OC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)NC(=O)/C=C/CN4CCCCC4,1157,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCCC(=O)NC3=CC=C(C(=O)NC4=CC=CC=C4N)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,33,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCCCCCC(=O)NC3=CC=C(C(=O)NC4=CC=CC=C4N)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,646,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCCCCCCCOCC(=O)NC3=CC=C(C(=O)NC4=CC=CC=C4N)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,1168,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCC(=O)NC3=CC=C(C(=O)NC4=CC=CC=C4N)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,1169,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCC(=O)NC3=CC=C(C(=O)NC4=CC(C5=CC=CS5)=CC=C4N)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C(=O)NC1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC=CS3)N,27,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CCN(C1=CC(C2=CC=C(C(=O)NCCCCCCCCNC(=O)COC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2)=CC(C(=O)NCC2=C(C)C=C(C)[NH]C2=O)=C1C)C1CCOCC1,[R1]C1=CC=C(C=C1)C2=CC(=C(C(=C2)N(CC)C3CCOCC3)C)C(=O)NCC4=C(C=C(NC4=O)C)C,1070,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CCN(C1=CC(C2=CC=C(C(=O)NCCOCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)C=C2)=CC(C(=O)NCC2=C(C)C=C(C)[NH]C2=O)=C1C)C1CCOCC1,[R1]C1=CC=C(C=C1)C2=CC(=C(C(=C2)N(CC)C3CCOCC3)C)C(=O)NCC4=C(C=C(NC4=O)C)C,1175,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CCN(C1=CC(C2=CC=C(C(=O)NCCOCCOCCOCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)C=C2)=CC(C(=O)NCC2=C(C)C=C(C)[NH]C2=O)=C1C)C1CCOCC1,[R1]C1=CC=C(C=C1)C2=CC(=C(C(=C2)N(CC)C3CCOCC3)C)C(=O)NCC4=C(C=C(NC4=O)C)C,346,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC(C)C1=C2N=C(NCCCCCCN)C=C(NCC3=CC=CC(CCCCCCNC(=O)COC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)=C3)N2N=C1,[R1]C1=CC(=CC=C1)CNC2=CC(=NC3=C(C=NN23)C(C)C)NCCCCCCN,342,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC(C)C1=C2N=C(OC3CCN(C)CC3)N=C(NCC3=CC=CC(CCCCCCCOC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)=C3N(C)C)N2N=C1,[R1]C1=C(C(=CC=C1)CNC2=NC(=NC3=C(C=NN32)C(C)C)OC4CCN(CC4)C)N(C)C,53,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC(C)C1=C2N=C(OC3CCN(C)CC3)N=C(NCC3=CC=C(NC(=O)CCCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)N2N=C1,[R1]C1=CC=C(C=C1)CNC2=NC(=NC3=C(C=NN32)C(C)C)OC4CCN(CC4)C,980,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC(C)C1=C2N=C(OC3CCN(C)CC3)N=C(NCC3=CC=C(CCCCCCCOC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)N2N=C1,[R1]C1=CC=C(C=C1)CNC2=NC(=NC3=C(C=NN32)C(C)C)OC4CCN(CC4)C,53,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC(C)C1=C2N=C(OC3CCN(C)CC3)N=C(NCC3=CC=C(NC(=O)COCCOCCOCCOC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)N2N=C1,[R1]C1=CC=C(C=C1)CNC2=NC(=NC3=C(C=NN32)C(C)C)OC4CCN(CC4)C,1183,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC(C)C1=C2N=C(OC3CCN(C)CC3)N=C(NCC3=CC=C(NC(=O)CCCCCOC4=CC=CC5=C4CN(C4CCC(=O)NC4=O)C5=O)C=C3)N2N=C1,[R1]C1=CC=C(C=C1)CNC2=NC(=NC3=C(C=NN32)C(C)C)OC4CCN(CC4)C,1178,[R2]C1=C2CN(C(=O)C2=CC=C1)C3CCC(=O)NC3=O
CC(C)C1=C2N=C(OC3CCN(C)CC3)N=C(NCC3=CC=C(NC(=O)CCCCCCC4=CC=CC5=C4CN(C4CCC(=O)NC4=O)C5=O)C=C3)N2N=C1,[R1]C1=CC=C(C=C1)CNC2=NC(=NC3=C(C=NN32)C(C)C)OC4CCN(CC4)C,980,[R2]C1=C2CN(C(=O)C2=CC=C1)C3CCC(=O)NC3=O
CC(C)C1=C2N=C(OC3CCN(C)CC3)N=C(NCC3=CC=C(NC(=O)CCCCCN4CCN(CCCC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)CC4)C=C3)N2N=C1,[R1]C1=CC=C(C=C1)CNC2=NC(=NC3=C(C=NN32)C(C)C)OC4CCN(CC4)C,1187,[R2]C1=C2CN(C(=O)C2=CC=C1)C3CCC(=O)NC3=O
N#CC1=CC=C(O[C@H]2CC[C@H](NC(=O)C3=CC=C(NCCCCCNC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)C=C3)CC2)C=C1Cl,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2CC[C@@H](CC2)OC3=CC(=C(C=C3)C#N)Cl,88,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
N#CC1=CC=C(O[C@H]2CC[C@H](NC(=O)C3=CC=C(NCCCCCCNC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)C=C3)CC2)C=C1Cl,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2CC[C@@H](CC2)OC3=CC(=C(C=C3)C#N)Cl,173,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
N#CC1=CC=C(O[C@H]2CC[C@H](NC(=O)C3=CC=C(NCCCCCCCCNC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)C=C3)CC2)C=C1Cl,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2CC[C@@H](CC2)OC3=CC(=C(C=C3)C#N)Cl,115,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
N#CC1=CC=C(O[C@H]2CC[C@H](NC(=O)C3=CC=C(NCCCCCCCCCNC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)C=C3)CC2)C=C1Cl,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2CC[C@@H](CC2)OC3=CC(=C(C=C3)C#N)Cl,1190,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
N#CC1=CC=C(O[C@H]2CC[C@H](NC(=O)C3=CC=C(N4CCN(CCNC5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)C=C3)CC2)C=C1Cl,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2CC[C@@H](CC2)OC3=CC(=C(C=C3)C#N)Cl,1111,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CN(C1=CC=C(C#N)C(Cl)=C1)[C@H]1CC[C@H](NC(=O)C2=CC=C(N3CCC(N4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)CC1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2CC[C@@H](CC2)N(C3=CC(=C(C=C3)C#N)Cl)C,1121,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CN(C1=CC=C(C#N)C(Cl)=C1)[C@H]1CC[C@H](NC(=O)C2=CC=C(N3CCN(CC4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)CC1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2CC[C@@H](CC2)N(C3=CC(=C(C=C3)C#N)Cl)C,1116,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CN(C1=CC=C(C#N)C(Cl)=C1)[C@H]1CC[C@H](NC(=O)C2=CC=C(N3CCC(CN4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)CC3)C=C2)CC1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2CC[C@@H](CC2)N(C3=CC(=C(C=C3)C#N)Cl)C,1052,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CN(C1=CC=C(C#N)C(Cl)=C1)[C@H]1CC[C@H](NC(=O)C2=CC=C(N3CC(CN4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)C3)C=C2)CC1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2CC[C@@H](CC2)N(C3=CC(=C(C=C3)C#N)Cl)C,1193,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CN(C1=CC=C(C#N)C(Cl)=C1)[C@H]1CC[C@H](NC(=O)C2=CC=C(N3CC(N4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)C3)C=C2)CC1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2CC[C@@H](CC2)N(C3=CC(=C(C=C3)C#N)Cl)C,1194,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC(O)(CS(=O)(=O)C1=CC=C(N2CCN(C3CCN(C4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)CC3)CC2)C=C1)C(=O)NC1=CC=C(C#N)C(C(F)(F)F)=C1,[R1]C1=CC=C(C=C1)S(=O)CC(C)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,1115,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CCC1=CC2=C(C=C1N1CCN(C3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC1)C(C)(C)C1=C(C2=O)C2=CC=C(C#N)C=C2[NH]1,[R1]N1CCN(CC1)C2=CC3=C(C=C2CC)C(=O)C4=C(C3(C)C)NC5=C4C=CC(=C5)C#N,,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCOCCC(=O)N4CCN(C(=O)C5CCN(C6=CC=C(NC(=O)C7=CN=C(OC8=CC=CC=C8)N=C7)C=C6)CC5)CC4)=C3C2=O)C(=O)N1,[R1]N1CCN(CC1)C(=O)C2CCN(CC2)C3=CC=C(C=C3)NC(=O)C4=CN=C(N=C4)OC5=CC=CC=C5,266,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCC(=O)N4CCN(C(=O)C5CCN(C6=CC=C(NC(=O)C7=CN=C(OC8=CC=CC=C8)N=C7)C=C6)CC5)CC4)=C3C2=O)C(=O)N1,[R1]N1CCN(CC1)C(=O)C2CCN(CC2)C3=CC=C(C=C3)NC(=O)C4=CN=C(N=C4)OC5=CC=CC=C5,267,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CNC(=O)C3CCN(C4=CC=C(NC(=O)C5=CN=C(OC6=CC=CC=C6)N=C5)C=C4)CC3)C(C)(C)C)C=C2)SC=N1,[R1]C(=O)C1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CN=C(N=C3)OC4=CC=CC=C4,1195,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCNC(=O)CCNC[C@@H](C(=O)N3CCN(C4=NC=NC5=C4[C@H](C)C[C@H]5O)CC3)C3=CC=C(Cl)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]NC[C@H](C1=CC=C(C=C1)Cl)C(=O)N2CCN(CC2)C3=NC=NC4=C3[C@@H](C[C@H]4O)C,1196,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
